tconst,producers,years
tt0094416,nm5241574,"coordinating producer / producer (4 episodes, 2017-2018)"
tt0094416,nm0237631,"co-producer (1 episode, 1988)"
tt0094416,nm5178680,"associate producer (1 episode, 1991)"
tt0094416,nm2699559,"executive producer (1 episode, 2016)"
tt0094416,nm0654812,"series associate producer / associate producer (3 episodes, 1991-1998)"
tt0094416,nm0734226,"producer (2 episodes, 2008)"
tt0094416,nm2312470,"producer (1 episode, 1995)"
tt0094416,nm3336993,"producer (2 episodes, 2009)"
tt0094416,nm0509433,"assistant producer (1 episode, 1999)"
tt0094416,nm0000418,"executive producer (1 episode, 2011)"
tt0094416,nm2174108,"producer (1 episode, 2007)"
tt0094416,nm0456629,"executive producer (1 episode, 1993)"
tt0094416,nm10216172,"associate producer / co-producer (4 episodes, 2009-2012)"
tt0094416,nm1811474,"associate producer (1 episode, 2001)"
tt0094416,nm0135638,"post-production producer (2 episodes, 1999)"
tt0094416,nm1463696,"producer (1 episode, 2016)"
tt0094416,nm0931297,"field producer (1 episode, 1999)"
tt0094416,nm0717525,"associate producer (1 episode, 1991)"
tt0094416,nm2658870,"producer (1 episode, 2007)"
tt0094416,nm1348874,"executive producer (1 episode, 1992)"
tt0094416,nm0877024,"producer (1 episode, 1997)"
tt0094416,nm2659137,"coordinating producer (1 episode, 2007)"
tt0094416,nm0216230,"executive producer (1 episode, 2015)"
tt0094416,nm0004685,"producer (2 episodes, 2008)"
tt0094416,nm1597675,"producer (1 episode, 1996)"
tt0094416,nm1402986,"consulting producer / producer (3 episodes, 2003-2005)"
tt0094416,nm0425717,"executive producer (1 episode, 2011)"
tt0094416,nm1175480,"associate producer / co-producer (2 episodes, 2002-2004)"
tt0094416,nm0046827,"producer (3 episodes, 1990-2004)"
tt0094416,nm1423114,"assistant producer / co-producer (2 episodes, 2007-2015)"
tt0094416,nm0613784,"associate producer / producer (3 episodes, 1997-2015)"
tt0094416,nm1650603,"associate producer (1 episode, 2014)"
tt0094416,nm0237707,"producer / executive producer (3 episodes, 1988-2000)"
tt0094416,nm2335912,"associate producer (1 episode, 2004)"
tt0094416,nm0994277,"producer (1 episode, 2005)"
tt0094416,nm0957310,"producer (1 episode, 2006)"
tt0094416,nm0292205,"executive producer / executive producer: BBC (6 episodes, 2004-2009)"
tt0094416,nm1184300,"executive producer (4 episodes, 2008)"
tt0094416,nm0869847,"series editor / producer / series producer (36 episodes, 1991-2004)"
tt0094416,nm1859071,"additional line producer (1 episode, 2010)"
tt0094416,nm1585876,"producer (1 episode, 2015)"
tt0094416,nm2720278,"producer / associate producer / associate producer: Web (49 episodes, 1990-2016)"
tt0094416,nm0809133,"series editor / producer / series editor: American Experience (8 episodes, 1990-2004)"
tt0094416,nm1424128,"series editor (4 episodes, 1997-2000)"
tt0094416,nm0809257,"associate producer / producer (4 episodes, 1997)"
tt0094416,nm0260947,"producer / associate producer (8 episodes, 1999-2018)"
tt0094416,nm0543158,"producer (1 episode, 1997)"
tt0094416,nm0999539,"post-production producer (2 episodes, 2007)"
tt0094416,nm1498946,"producer (3 episodes, 1988-1991)"
tt0094416,nm0434870,"senior associate producer / producer / associate producer: American Experience / staff producer (54 episodes, 1988-2004)"
tt0094416,nm5266437,"associate producer / producer (2 episodes, 2012-2015)"
tt0094416,nm0487799,"executive producer (1 episode, 2000)"
tt0094416,nm2379896,"associate producer (1 episode, 2004)"
tt0094416,nm0510913,"line producer (1 episode, 2011)"
tt0094416,nm2366559,"associate producer / producer (2 episodes, 2006-2011)"
tt0094416,nm0086282,"producer (1 episode, 1988)"
tt0094416,nm0888238,"executive producer (1 episode, 2002)"
tt0094416,nm1038488,"producer (1 episode, 2005)"
tt0094416,nm0236827,"executive producer / senior producer / executive producer: The American Experience / senior producer: The American Experience / executive producer: American Experience / producer / producer: American Experience / senior producer: American Experience (84 episodes, 1990-2005)"
tt0094416,nm1892060,"producer (1 episode, 2006)"
tt0094416,nm1803467,"associate producer (1 episode, 2006)"
tt0094416,nm0636179,"field producer / field producer: American Experience / field producer: The American Experience / field producer: WGBH (39 episodes, 1990-2000)"
tt0094416,nm0136587,"line producer (1 episode, 2014)"
tt0094416,nm2215343,"co-producer (1 episode, 1999)"
tt0094416,nm2235056,"field producer (2 episodes, 2000)"
tt0094416,nm0600881,"producer (2 episodes, 2009)"
tt0094416,nm1397080,"co-producer (1 episode, 1992)"
tt0094416,nm1396407,"co-producer (1 episode, 2011)"
tt0094416,nm0917649,"executive producer (1 episode, 2002)"
tt0094416,nm1857149,"executive producer (1 episode, 2009)"
tt0094416,nm0538484,"producer (1 episode, 2009)"
tt0094416,nm1383547,"producer (1 episode, 2011)"
tt0094416,nm3210772,"executive producer (6 episodes, 1997-2005)"
tt0094416,nm1099030,"associate producer (1 episode, 1998)"
tt0094416,nm1181815,"producer / co-producer (9 episodes, 2001-2019)"
tt0094416,nm0083877,"line producer (1 episode, 2013)"
tt0094416,nm2929824,"associate producer (1 episode, 2010)"
tt0094416,nm0742251,"associate producer (3 episodes, 1999-2002)"
tt0094416,nm1166417,"producer (1 episode, 2009)"
tt0094416,nm3771530,"associate producer (1 episode, 2015)"
tt0094416,nm0800232,"producer (1 episode, 1997)"
tt0094416,nm0233322,"producer (1 episode, 2010)"
tt0094416,nm0495995,"field producer / field producer: American Experience / field producer: The American Experience / field producer: WGBH (43 episodes, 1990-2000)"
tt0094416,nm0169000,"co-producer (1 episode, 2009)"
tt0094416,nm2060271,"associate producer (5 episodes, 2013-2018)"
tt0094416,nm6572314,"segment producer (1 episode, 2018)"
tt0094416,nm0019910,"executive producer (3 episodes, 2005-2010)"
tt0094416,nm6540130,"field producer (3 episodes, 2017)"
tt0094416,nm1015419,"executive producer (2 episodes, 1991)"
tt0094416,nm0941640,"producer (2 episodes, 2002)"
tt0094416,nm1776970,"producer (4 episodes, 1998-2011)"
tt0094416,nm3348835,"producer (1 episode, 2009)"
tt0094416,nm0290657,"producer (1 episode, 2007)"
tt0094416,nm2376707,"field producer (1 episode, 2001)"
tt0094416,nm0744264,"associate producer / producer (8 episodes, 2005-2018)"
tt0094416,nm2215067,"field producer: Jordan (1 episode, 2006)"
tt0094416,nm0420335,"associate producer (1 episode, 1993)"
tt0094416,nm1496027,"producer / coordinating producer (3 episodes, 2003-2012)"
tt0094416,nm0038507,"producer (1 episode, 1995)"
tt0094416,nm4282130,"producer (2 episodes, 2017)"
tt0094416,nm1509733,"producer (1 episode, 2008)"
tt0094416,nm1345744,"producer (1 episode, 1992)"
tt0094416,nm1342106,"associate producer (1 episode, 2005)"
tt0094416,nm3129238,"producer (1 episode, 2010)"
tt0094416,nm1503422,"co-producer (1 episode, 2004)"
tt0094416,nm1215105,"associate producer (1 episode, 2004)"
tt0094416,nm2901224,"archival producer (1 episode, 2018)"
tt0094416,nm0142566,"associate producer / co-producer (2 episodes, 1994-1999)"
tt0094416,nm0755184,"co-producer (2 episodes, 2007-2010)"
tt0094416,nm0105187,"co-producer (1 episode, 2009)"
tt0094416,nm0869316,"co-producer (1 episode, 2007)"
tt0094416,nm0546101,"associate producer (1 episode, 2011)"
tt0094416,nm1070075,"executive producer (1 episode, 2006)"
tt0094416,nm2359636,"field producer (1 episode, 2006)"
tt0094416,nm1233088,"co-producer (1 episode, 1997)"
tt0094416,nm0853870,"associate producer (1 episode, 2002)"
tt0094416,nm2215010,"field producer: USA (1 episode, 2006)"
tt0094416,nm2290531,"co-producer (1 episode, 2005)"
tt0094416,nm3727341,"executive producer (1 episode, 2001)"
tt0094416,nm1167423,"executive producer (2 episodes, 2002)"
tt0094416,nm1423557,"associate producer (2 episodes, 1997-1999)"
tt0094416,nm7104735,"co-producer (1 episode, 2004)"
tt0094416,nm2274261,"associate producer (2 episodes, 1993-1996)"
tt0094416,nm1271917,"line producer / associate producer (3 episodes, 2008-2011)"
tt0094416,nm0610672,"producer / co-producer (3 episodes, 2000-2002)"
tt0094416,nm1673747,"producer (1 episode, 2010)"
tt0094416,nm2400553,"producer (1 episode, 2007)"
tt0094416,nm0396985,"producer (1 episode, 1990)"
tt0094416,nm0832169,"associate producer (1 episode, 1988)"
tt0094416,nm1005055,"associate producer (1 episode, 2003)"
tt0094416,nm1803349,"associate producer / co-producer / producer / field producer (7 episodes, 2002-2015)"
tt0094416,nm3591961,"associate producer: development (1 episode, 2004)"
tt0094416,nm1428134,"producer (1 episode, 1988)"
tt0094416,nm2646693,"associate producer (2 episodes, 2007)"
tt0094416,nm2163565,"consulting producer / producer / associate producer / co-producer (7 episodes, 2005-2013)"
tt0094416,nm1475153,"co-producer (1 episode, 1998)"
tt0094416,nm1359331,"co-producer (1 episode, 2007)"
tt0094416,nm0213147,"coordinating producer (1 episode, 1994)"
tt0094416,nm2292741,"associate producer (1 episode, 2005)"
tt0094416,nm2218327,"associate producer (1 episode, 2002)"
tt0094416,nm0899288,"coordinating producer: Los Angeles (1 episode, 2011)"
tt0094416,nm1557475,"associate producer (1 episode, 1997)"
tt0094416,nm0957712,"executive producer (1 episode, 1997)"
tt0094416,nm1076898,"producer (3 episodes, 2009)"
tt0094416,nm7140589,"coordinating producer (1 episode, 2015)"
tt0094416,nm0940711,"line producer (1 episode, 1994)"
tt0094416,nm2654013,"associate producer (1 episode, 2007)"
tt0094416,nm2645046,"associate producer (2 episodes, 2009-2010)"
tt0094416,nm0936511,"co-producer (1 episode, 2000)"
tt0094416,nm0590257,"senior producer (1 episode, 1994)"
tt0094416,nm2000939,"line producer (1 episode, 2009)"
tt0094416,nm2379366,"field producer (2 episodes, 2000)"
tt0094416,nm0962823,"supervising producer (4 episodes, 2008)"
tt0094416,nm0348922,"co-producer (1 episode, 2009)"
tt0094416,nm3283901,"associate producer (1 episode, 2011)"
tt0094416,nm0344319,"producer / executive producer (18 episodes, 1989-2016)"
tt0094416,nm2615892,"associate producer (1 episode, 1988)"
tt0094416,nm1760733,"co-producer / producer (2 episodes, 1997-2004)"
tt0094416,nm0122849,"producer / executive producer (12 episodes, 1991-2015)"
tt0094416,nm0228840,"associate producer (1 episode, 2001)"
tt0094416,nm0089846,"co-producer (2 episodes, 2007-2010)"
tt0094416,nm1520612,"associate producer / producer / co-producer (7 episodes, 1999-2006)"
tt0094416,nm7808779,"post producer / on-line producer (6 episodes, 2016-2018)"
tt0094416,nm1676041,"producer (1 episode, 1992)"
tt0094416,nm0565323,"producer (2 episodes, 2009)"
tt0094416,nm2074501,"associate producer (2 episodes, 2009)"
tt0094416,nm0414143,"producer (1 episode, 2009)"
tt0094416,nm1926219,"post production producer (1 episode, 2015)"
tt0094416,nm0840073,"producer (1 episode, 1992)"
tt0094416,nm1110646,"associate producer / producer / senior producer (6 episodes, 1996-2012)"
tt0094416,nm0428664,"archival producer (1 episode, 2011)"
tt0094416,nm0342168,"executive producer / series producer / series editor / senior producer / series producer: The American Experience / co-producer / series producer: American Experience / Director / associate producer / producer / series editor: American Expeience / series editor: WGBH (143 episodes, 1988-2018)"
tt0094416,nm5468138,"associate producer (1 episode, 2015)"
tt0094416,nm0833127,"producer (1 episode, 1998)"
tt0094416,nm6038564,"associate producer (1 episode, 2013)"
tt0094416,nm2308139,"associate producer (1 episode, 1999)"
tt0094416,nm0204934,"producer (1 episode, 2011)"
tt0094416,nm0931747,"producer (2 episodes, 2000-2005)"
tt0094416,nm2397340,"post-production producer (2 episodes, 2007)"
tt0094416,nm2254303,"coordinating producer / producer (2 episodes, 1991)"
tt0094416,nm0752572,"co-producer (3 episodes, 2013-2015)"
tt0094416,nm2214827,"associate producer (1 episode, 2005)"
tt0094416,nm0994307,"producer / senior producer / consulting producer (12 episodes, 1991-2016)"
tt0094416,nm2202265,"producer (1 episode, 1988)"
tt0094416,nm0751184,"archival producer (1 episode, 2016)"
tt0094416,nm0345316,"coordinating producer (2 episodes, 2000)"
tt0094416,nm4261334,"associate producer (2 episodes, 2013)"
tt0094416,nm2182916,"co-producer / producer (2 episodes, 1999-2000)"
tt0094416,nm1001391,"producer (1 episode, 2014)"
tt0094416,nm1138008,"archive producer (1 episode, 2005)"
tt0094416,nm2520560,"producer (1 episode, 2007)"
tt0094416,nm2287974,"co-producer (1 episode, 2005)"
tt0094416,nm1074065,"line producer (1 episode, 2002)"
tt0079103,nm0084211,executive producer
tt0079103,nm0492626,associate producer
tt0079103,nm0728873,director of photography
tt0079103,nm0163863,producer
tt0115376,nm0947024,"supervising producer (16 episodes, 1999-2000)"
tt0115376,nm0172373,"co-executive producer / consulting producer (48 episodes, 1996-1998)"
tt0115376,nm0642591,"consulting producer / co-executive producer (33 episodes, 1996-1998)"
tt0115376,nm0737126,"co-producer (34 episodes, 1996-1998)"
tt0115376,nm0238035,"executive producer (21 episodes, 1999-2000)"
tt0115376,nm0266088,"consulting producer (14 episodes, 1996-1997)"
tt0115376,nm0406858,"producer (15 episodes, 1999-2000)"
tt0115376,nm0367046,"supervising producer / co-executive producer (48 episodes, 1997-1999)"
tt0115376,nm0097673,"associate producer / coordinating producer (64 episodes, 1997-2000)"
tt0115376,nm0695147,"supervising producer (16 episodes, 1996-1997)"
tt0115376,nm0888979,"co-executive producer / executive producer (48 episodes, 1997-1999)"
tt0115376,nm0385426,"producer / co-producer (22 episodes, 1999-2000)"
tt0115376,nm0625554,"co-producer (1 episode, 1999)"
tt0115376,nm0044828,"co-executive producer (21 episodes, 1999-2000)"
tt0115376,nm0048832,"co-producer / producer (47 episodes, 1997-1999)"
tt0115376,nm0295314,"co-executive producer / consulting producer / supervising producer (48 episodes, 1996-1998)"
tt0115376,nm0233108,"executive producer (65 episodes, 1996-1999)"
tt0115376,nm0655128,"producer (93 episodes, 1996-2000)"
tt0115376,nm0000222,"producer (43 episodes, 1998-2000)"
tt0115376,nm0802029,"producer / co-producer (70 episodes, 1996-1999)"
tt0115376,nm0521541,"producer (14 episodes, 1999-2000)"
tt0115376,nm0783926,"executive producer / co-executive producer (44 episodes, 1998-2000)"
tt0115376,nm1074122,"producer / co-producer (70 episodes, 1996-1999)"
tt0115376,nm0851234,"supervising producer / producer (46 episodes, 1997-1999)"
tt0115376,nm0958490,"associate producer (18 episodes, 1996-1997)"
tt0115376,nm0796182,"consulting producer (15 episodes, 1996-1997)"
tt0115376,nm0891291,"co-producer / producer (47 episodes, 1997-1999)"
tt0115376,nm0676295,"executive producer (65 episodes, 1996-1999)"
tt0115376,nm0281366,"consulting producer (13 episodes, 1999-2000)"
tt0092357,nm0026964,"supervising producer (58 episodes, 1988-1990)"
tt0092357,nm0665494,"producer (13 episodes, 1987-1988)"
tt0092357,nm0197703,"line producer (70 episodes, 1987-1990)"
tt0092357,nm0921615,"line producer (1 episode, 1987)"
tt0092357,nm0761697,"coordinating producer (9 episodes, 1987-1988)"
tt0092357,nm0541548,"executive producer (71 episodes, 1987-1990)"
tt0086742,nm0131376,"co-producer / associate producer (39 episodes, 1984-1989)"
tt0086742,nm0480048,"executive producer (42 episodes, 1984-1988)"
tt0086742,nm0709543,"producer (37 episodes, 1984-1988)"
tt0086742,nm0709398,"producer (3 episodes, 1988-1989)"
tt0086742,nm1161772,"coordinating producer / supervising producer (60 episodes, 1984-1989)"
tt0086742,nm0649701,"executive producer (3 episodes, 1988-1989)"
tt0086742,nm1454512,"associate producer (4 episodes, 1988-1989)"
tt0086742,nm0335561,"executive producer (45 episodes, 1984-1989)"
tt0086742,nm0675479,"producer (38 episodes, 1984-1988)"
tt0086742,nm0500076,"co-producer (22 episodes, 1984-1985)"
tt0086742,nm0282165,"producer (3 episodes, 1988-1989)"
tt0086742,nm0878125,"executive producer (3 episodes, 1988-1989)"
tt0050053,nm0036400,"producer (39 episodes, 1961-1962)"
tt0050053,nm0858683,"executive producer (33 episodes, 1957-1963)"
tt0050053,nm0107245,"associate producer (36 episodes, 1962-1963)"
tt0050053,nm0410536,"producer (37 episodes, 1962-1963)"
tt0050053,nm0683917,"associate producer (181 episodes, 1957-1962)"
tt0050053,nm0683913,"producer / executive producer (222 episodes, 1957-1963)"
tt2279864,nm0202970,producer
tt2279864,nm0609549,executive producer
tt2279864,nm0541635,executive producer
tt2279864,nm0858554,hair department head
tt2279864,nm0769840,associate producer
tt2279864,nm2233444,executive producer
tt2279864,nm0073688,producer
tt2279864,nm0506075,executive producer
tt0319931,nm1502730,"supervising producer (71 episodes, 2009-2011)"
tt0319931,nm1122614,consulting producer (1 episode)
tt0319931,nm0068297,"producer / senior producer (48 episodes, 2015-2016)"
tt0319931,nm3477177,"associate producer (43 episodes, 2012-2013)"
tt0319931,nm4476596,"segment associate producer / associate producer (68 episodes, 2003-2004)"
